block_group,site_id,DestinationRank,TravelTime,Miles,Kilometers
1,1,14,21.77908752,7.120064957,11.45618452
1,2,12,26.7714378,6.972417976,11.21862052
1,3,23,27.9737325,9.660235317,15.54331863
1,4,1,8.968478664,3.010404795,4.843741315
1,5,7,19.79301351,5.447165428,8.764489174
1,6,11,18.65918124,6.827665511,10.98571381
1,7,2,15.02284619,4.073706401,6.554593599
1,8,10,19.52708391,6.82152826,10.97583897
1,9,37,35.26550289,15.20013717,24.45702071
1,10,29,29.40770625,13.0291,20.96382189
1,11,46,35.37276825,20.82385211,33.50557805
1,12,26,30.12349831,11.75493437,18.9136894
1,13,33,29.64386016,14.41614227,23.19557292
1,14,44,37.8157587,18.01400407,28.98453254
1,15,25,23.46855479,11.34065618,18.2471158
1,16,34,25.57450674,14.46036251,23.26672327
1,17,31,28.11473551,13.42190789,21.5958498
1,18,47,40.48601931,21.85403162,35.16313688
1,19,5,15.67064563,4.975835315,8.006119022
1,20,35,34.77656546,14.47510489,23.29044377
1,21,21,23.31364139,8.629094018,13.88421227
1,22,41,35.74046162,16.61323347,26.73069265
1,23,9,17.60163362,5.909522852,9.508422269
1,24,32,26.61684257,13.55472331,21.80954981
1,25,18,18.07628139,7.841532166,12.61702525
1,26,15,21.77908752,7.120064957,11.45618452
1,27,28,39.42364389,12.32758456,19.83508355
1,28,4,20.30533556,4.642875565,7.470386784
1,29,45,39.19778526,20.15080478,32.42264489
1,30,6,22.48423701,5.273900836,8.485706445
1,31,3,12.68512571,4.422012368,7.1150179
1,32,43,35.92937012,17.33170941,27.88672045
1,33,36,32.25217637,15.15100155,24.37796149
1,34,30,24.31903973,13.16610011,21.18425508
1,35,17,21.77560039,7.222962763,11.62174709
1,36,40,42.85740714,16.59034162,26.69385966
1,37,39,41.7509625,16.35457658,26.31451371
1,38,27,29.86140909,11.8824246,19.11882117
1,39,42,33.67348124,17.06461577,27.45696678
1,40,16,19.80767087,7.135372827,11.48081488
1,41,8,15.54143448,5.452285715,8.772727715
1,42,24,27.15731874,11.04438318,17.77041254
1,43,22,26.65518208,9.62316709,15.48367585
1,44,38,33.05011504,15.71766702,25.28972624
1,45,20,23.94409783,8.622106643,13.87296959
1,46,13,25.67435682,7.03830559,11.32463369
1,47,19,15.69256858,8.309050329,13.36926198
2,1,15,24.68673002,7.164949069,11.52840305
2,2,11,26.55988264,6.909107377,11.11675377
2,3,23,27.44400254,9.571166326,15.40000662
2,4,1,8.438748706,2.921335804,4.700429308
2,5,7,19.58145835,5.38385483,8.662622422
2,6,17,17.08789695,7.226125837,11.62683647
2,7,2,14.81129104,4.010395803,6.452726846
2,8,13,23.23381252,7.031647399,11.31392067
2,9,36,34.73577293,15.11106818,24.3137087
2,10,30,32.31534874,13.07398411,21.03604043
2,11,46,33.63063526,20.59631794,33.13947556
2,12,26,29.91194316,11.69162377,18.81182265
2,13,33,29.43230501,14.35283168,23.09370617
2,14,44,37.28602874,17.92493508,28.84122054
2,15,25,21.7264218,11.11312201,17.88101331
2,16,34,25.36295158,14.39705191,23.16485652
2,17,31,26.37260252,13.19437372,21.22974731
2,18,47,38.74388632,21.62649745,34.79703439
2,19,5,15.14091567,4.886766324,7.862807015
2,20,35,34.5650103,14.41179429,23.18857702
2,21,21,27.02037,8.839213157,14.22229397
2,22,41,38.64810412,16.65811758,26.80291119
2,23,9,17.07190366,5.820453861,9.365110262
2,24,32,24.87470958,13.32718914,21.44344732
2,25,18,16.3341484,7.613997991,12.25092277
2,26,16,24.68673002,7.164949069,11.52840305
2,27,28,38.27089776,12.02020048,19.34050257
2,28,4,11.59477426,4.575552263,7.362063591
2,29,45,37.45565227,19.9232706,32.0565424
2,30,6,20.3078324,4.969570782,7.996039388
2,31,3,12.47357055,4.35870177,7.013151148
2,32,43,35.71781496,17.26839882,27.78485369
2,33,37,35.15981887,15.19588566,24.45018003
2,34,29,22.57690674,12.93856593,20.81815259
2,35,12,20.0334674,6.995428588,11.2556446
2,36,40,42.32767718,16.50127263,26.55054766
2,37,39,41.22123254,16.26550759,26.17120171
2,38,27,29.33167913,11.7933556,18.97550917
2,39,42,31.93134825,16.8370816,27.09086429
2,40,14,19.59611571,7.072062229,11.37894813
2,41,8,19.24816309,5.662404854,9.11080941
2,42,24,26.62758878,10.95531419,17.62710053
2,43,22,26.12545212,9.534098098,15.34036384
2,44,38,36.75684365,15.92778616,25.62780794
2,45,20,23.73254267,8.558796045,13.77110284
2,46,10,24.52161068,6.730921514,10.83005272
2,47,19,15.48101343,8.245739731,13.26739523
3,1,14,30.80614248,7.575598045,12.18913725
3,2,17,21.59168022,7.667544227,12.33707866
3,3,23,30.14038327,10.01889329,16.1203993
3,4,1,11.13512943,3.369062767,5.420821991
3,5,10,24.50088845,6.323034336,10.17376225
3,6,16,19.51914432,7.638032831,12.28959483
3,7,5,19.73072114,4.949575309,7.963866672
3,8,13,25.66505989,7.443554394,11.97667902
3,9,36,37.43215365,15.55879514,25.03410138
3,10,31,34.76792653,13.49728635,21.71713374
3,11,46,42.95680516,20.7661102,33.41267131
3,12,27,33.51296215,11.69991954,18.82517054
3,13,33,32.42627082,14.25599609,22.93789771
3,14,44,39.98240946,18.37266204,29.56161322
3,15,24,32.80060056,11.26139878,18.11959064
3,16,34,28.3569174,14.30021633,23.00904807
3,17,30,28.20905054,13.47291902,21.6779267
3,18,47,48.07005622,21.79628971,35.07023014
3,19,6,17.83729639,5.334493287,8.583199698
3,20,35,38.1660293,14.42009006,23.2019249
3,21,21,29.45161737,9.251120152,14.88505232
3,22,42,41.10068191,17.08141983,27.4840045
3,23,9,19.76828438,6.268180823,10.08550294
3,24,32,26.7111576,13.60573444,21.89162671
3,25,18,18.17059642,7.892543289,12.69910215
3,26,15,30.80614248,7.575598045,12.18913725
3,27,25,36.14478696,11.39533471,18.33509354
3,28,4,13.43122228,4.854097561,7.810242976
3,29,45,39.29210029,20.2018159,32.50472178
3,30,3,19.66565614,4.539033523,7.303304938
3,31,2,15.46753637,4.261866186,6.857342693
3,32,43,38.71178077,17.17156323,27.62904524
3,33,37,37.61239665,15.6191879,25.13127334
3,34,29,35.48390437,12.46241166,20.05202037
3,35,12,21.86991543,7.273973886,11.70382398
3,36,40,45.0240579,16.94899959,27.27094034
3,37,39,43.91761326,16.71323455,26.89159439
3,38,28,32.02805985,12.24108257,19.69590185
3,39,41,41.25751815,17.00687386,27.36406004
3,40,11,22.59008153,6.975226645,11.22313967
3,41,7,21.67941046,6.074311849,9.773567765
3,42,26,29.3239695,11.40304115,18.34749321
3,43,22,28.82183284,9.981825061,16.06075652
3,44,38,39.18809102,16.33969316,26.29056629
3,45,20,26.72650849,8.461960461,13.61529438
3,46,8,22.39549988,6.10605574,9.824643685
3,47,19,26.45288116,7.976724051,12.834549
4,1,16,28.52702881,8.066428944,12.97888417
4,2,12,27.76815567,7.4395142,11.97017835
4,3,23,30.85925884,10.39920649,16.73232323
4,4,1,11.85400501,3.749375963,6.032745924
4,5,8,20.78973138,5.914261653,9.516046999
4,6,18,18.66188599,8.113200574,13.05413972
4,7,3,16.01956407,4.540802625,7.306151423
4,8,15,24.80780156,7.918722137,12.74122392
4,9,36,38.15102923,15.93910834,25.64602531
4,10,32,36.15564754,13.97546398,22.48652155
4,11,45,41.55763278,20.45804314,32.91699142
4,12,26,32.11378977,11.39185248,18.32949064
4,13,31,31.02709844,13.94792903,22.44221781
4,14,44,40.70128504,18.75297523,30.17353715
4,15,24,31.40142817,10.95333172,17.62391074
4,16,34,26.95774501,13.99214927,22.51336817
4,17,30,28.92792612,13.85323221,22.28985063
4,18,47,46.67088383,21.48822265,34.57455024
4,19,6,18.55617197,5.714806483,9.195123631
4,20,35,36.76685691,14.112023,22.706245
4,21,21,32.29519949,10.18850706,16.39330786
4,22,43,42.48840291,17.55959746,28.25339231
4,23,10,20.48715996,6.64849402,10.69742688
4,24,33,27.43003318,13.98604763,22.50355064
4,25,20,18.889472,8.272856485,13.31102608
4,26,17,28.52702881,8.066428944,12.97888417
4,27,25,34.74561457,11.08726765,17.83941364
4,28,5,14.15009786,5.234410757,8.422166909
4,29,46,40.01097587,20.5821291,33.11664572
4,30,4,19.1664787,4.544864803,7.312687468
4,31,2,14.06836398,3.953799127,6.361662795
4,32,40,37.31260839,16.86349617,27.13336534
4,33,37,39.00011766,16.09736554,25.90066115
4,34,28,34.08473198,12.1543446,19.55634047
4,35,14,22.588791,7.654287082,12.31574791
4,36,41,46.534038,17.02369755,27.39112936
4,37,42,44.63648884,17.09354775,27.50351832
4,38,29,32.74693543,12.62139576,20.30782578
4,39,38,39.85834577,16.6988068,26.86838014
4,40,11,21.19090914,6.667159586,10.72745977
4,41,9,20.82215213,6.549479591,10.53811266
4,42,27,30.04284508,11.78335435,18.95941715
4,43,22,29.54070842,10.36213826,16.67268046
4,44,39,38.33083269,16.8148609,27.05511119
4,45,19,25.3273361,8.153893402,13.11961448
4,46,7,20.99632749,5.79798868,9.328963787
4,47,13,25.8677778,7.597901615,12.2250237
5,1,12,20.17725275,6.621092312,10.65333753
5,2,16,18.90920148,7.143659597,11.49414829
5,3,23,27.45790452,9.495008658,15.27746893
5,4,1,8.452650689,2.845178136,4.577891621
5,5,9,20.4987325,5.78867709,9.313981438
5,6,11,17.05323386,6.333063501,10.18989917
5,7,3,15.72856519,4.415218062,7.104085863
5,8,10,17.92113654,6.32692625,10.18002434
5,9,37,34.74967491,15.03491051,24.19117101
5,10,29,27.80587148,12.53012735,20.16097491
5,11,46,36.74628188,20.6683696,33.25540668
5,12,27,32.73588266,12.26771571,19.73875458
5,13,34,30.46103302,14.86002048,23.90977296
5,14,44,37.29993072,17.84877741,28.71868285
5,15,25,24.84206841,11.18517366,17.99694443
5,16,35,26.3916796,14.90424072,23.98092332
5,17,31,29.48824913,13.26642538,21.34567843
5,18,47,41.85953293,21.6985491,34.91296551
5,19,4,15.15481765,4.810608657,7.740269328
5,20,36,37.38894981,14.98788623,24.11550894
5,21,19,21.70769401,8.134492008,13.08839764
5,22,39,34.13862685,16.11426083,25.92784567
5,23,8,17.08580564,5.744296193,9.242572575
5,24,32,28.69559188,13.38203424,21.5316931
5,25,18,20.1550307,7.668843096,12.33916854
5,26,13,20.17725275,6.621092312,10.65333753
5,27,28,37.18727777,12.42488896,19.99164634
5,28,2,18.80736569,4.321012171,6.952508583
5,29,45,41.27653457,19.97811571,32.14478818
5,30,7,22.31176029,5.24470235,8.43872608
5,31,5,13.50229857,4.865890579,7.829217941
5,32,43,36.74654297,17.77558762,28.60092049
5,33,33,30.6503416,14.6520289,23.57511451
5,34,30,25.69255336,13.01061759,20.93408371
5,35,14,23.14911402,7.067480246,11.37157572
5,36,41,42.34157916,16.42511496,26.42800997
5,37,40,41.23513452,16.18934992,26.04866402
5,38,26,29.34558111,11.71719794,18.85297148
5,39,42,35.04699487,16.90913326,27.20679541
5,40,17,20.62484373,7.579251038,12.19501492
5,41,6,13.9354871,4.957683705,7.976913082
5,42,24,26.64149076,10.87915652,17.50456284
5,43,22,26.1393541,9.457940431,15.21782615
5,44,38,31.44416766,15.22306501,24.49391161
5,45,21,24.76127069,9.065984854,14.58716963
5,46,15,23.43799069,7.135609998,11.48119649
5,47,20,16.50974144,8.75292854,14.08346202
6,1,12,19.13176773,6.315154958,10.16108433
6,2,17,22.58763486,7.514081426,12.09015701
6,3,23,31.1363379,9.865430488,15.87347766
6,4,1,12.13108406,3.215599966,5.173900345
6,5,9,23.68901639,6.164966833,9.919431635
6,6,11,17.16127819,6.246214671,10.05015941
6,7,3,18.91884908,4.791507806,7.709536059
6,8,10,18.02918086,6.24007742,10.04028457
6,9,38,38.42810828,15.40533234,24.78717974
6,10,27,26.76038646,12.22419,19.6687217
6,11,46,33.29289548,20.27207018,32.61776093
6,12,28,35.94449765,12.56787544,20.22171158
6,13,35,35.4648595,15.22908334,24.5035951
6,14,44,40.9783641,18.21919924,29.31469157
6,15,24,21.38868202,10.78887425,17.35929867
6,16,36,31.39550608,15.27330358,24.57474545
6,17,31,26.03486273,12.87012596,20.70803268
6,18,47,38.40614654,21.30224969,34.27531975
6,19,5,16.46153001,5.062599446,8.145722509
6,20,37,40.5975648,15.28804596,24.59846595
6,21,19,21.81573833,8.047643178,12.94865787
6,22,39,33.09314184,15.80832347,25.43559247
6,23,8,16.5399151,5.99391839,9.644214689
6,24,32,25.24220548,12.98573483,20.89404734
6,25,15,16.7016443,7.272543684,11.70152279
6,26,13,19.13176773,6.315154958,10.16108433
6,27,29,43.3085777,12.58565769,20.25032323
6,28,2,15.28481592,3.920250934,6.307683752
6,29,45,37.82314817,19.5818163,31.50714242
6,30,6,21.86460105,5.151030851,8.288008639
6,31,7,18.50612505,5.234953437,8.42304008
6,32,43,41.75036945,18.14465048,29.19474263
6,33,33,29.60485658,14.34609155,23.0828613
6,34,30,22.23916696,12.61431818,20.29643795
6,35,14,19.69572762,6.671180833,10.73392996
6,36,42,46.02001253,16.79553679,27.02401869
6,37,41,44.91356789,16.55977175,26.64467274
6,38,26,33.02401449,12.08761977,19.4489802
6,39,40,31.59360847,16.51283384,26.56914965
6,40,18,25.62867021,7.948313896,12.78883706
6,41,4,14.04353143,4.870834875,7.837173313
6,42,25,30.31992414,11.24957835,18.10057157
6,43,22,29.81778748,9.82836226,15.81383488
6,44,34,31.55221199,15.13621618,24.35417184
6,45,21,29.76509717,9.435047712,15.18099177
6,46,16,29.71341481,7.307980119,11.75854001
6,47,20,21.51356792,9.121991398,14.67728416
7,1,12,21.06141284,6.547291638,10.53459225
7,2,16,20.34706851,7.250963533,11.66680032
7,3,23,28.89577156,9.602312594,15.45012096
7,4,1,9.89051772,2.952482072,4.750543654
7,5,9,22.30884667,5.996059907,9.647660391
7,6,11,18.56858133,6.424650876,10.33726326
7,7,3,17.53867936,4.62260088,7.437764815
7,8,10,19.436484,6.418513626,10.32738842
7,9,37,36.18754194,15.14221445,24.36382304
7,10,29,28.69003156,12.45632668,20.04222962
7,11,46,34.2726999,20.35095163,32.74468118
7,12,27,33.70393131,12.30475755,19.79835489
7,13,34,33.22429316,14.96596545,24.08023841
7,14,44,38.73779775,17.95608134,28.89133488
7,15,24,22.36848644,10.8677557,17.48621892
7,16,35,29.15493973,15.01018568,24.15138876
7,17,31,27.01466716,12.94900741,20.83495293
7,18,47,39.38595096,21.38113114,34.40224001
7,19,4,16.59268468,4.917912592,7.912921361
7,20,36,38.35699845,15.02492807,24.17510926
7,21,19,23.22304147,8.226079383,13.23576173
7,22,39,35.02278694,16.04046015,25.80910038
7,23,8,18.52367267,5.851600129,9.415224608
7,24,32,26.2220099,13.06461628,21.02096759
7,25,17,17.68144872,7.351425133,11.82844304
7,26,13,21.06141284,6.547291638,10.53459225
7,27,28,41.22213555,12.33414119,19.84563318
7,28,2,16.33378372,4.003594208,6.44178308
7,29,45,38.80295259,19.66069775,31.63406267
7,30,7,21.26568908,5.073599448,8.163421513
7,31,5,16.26555871,4.971835544,7.99968339
7,32,43,39.50980311,17.88153259,28.77138594
7,33,33,31.53450168,14.57822823,23.45636922
7,34,30,23.21897138,12.69319963,20.4233582
7,35,14,20.67553205,6.750062282,10.86085021
7,36,41,43.77944619,16.53241889,26.600662
7,37,40,42.67300155,16.29665386,26.22131605
7,38,26,30.78344814,11.82450187,19.02562351
7,39,42,32.57341289,16.59171529,26.69606991
7,40,18,23.38810386,7.685196003,12.36548037
7,41,6,15.45083457,5.04927108,8.124277168
7,42,25,28.07935779,10.98646046,17.67721488
7,43,22,27.57722113,9.565244367,15.39047819
7,44,38,32.95951513,15.31465239,24.64127569
7,45,21,27.52453082,9.171929818,14.75763508
7,46,15,27.47284847,7.044862226,11.33518332
7,47,20,19.27300158,8.858873505,14.25392747
8,1,12,27.71735097,7.030917877,11.31274686
8,2,16,19.95725996,7.320871079,11.77928157
8,3,23,28.505963,9.67222014,15.56260221
8,4,1,9.500709166,3.022389618,4.863024895
8,5,9,22.82516802,6.017510494,9.682174385
8,6,15,17.5441586,7.241093789,11.65091991
8,7,4,18.0550007,4.644051467,7.47227881
8,8,14,23.69007418,7.046615352,11.3380041
8,9,37,35.79773339,15.21212199,24.47630429
8,10,31,32.34798044,13.05047062,20.99820723
8,11,46,32.37829177,20.33018307,32.71126456
8,12,28,36.82139875,12.23231199,19.68178999
8,13,33,41.45281888,14.72733998,23.69629003
8,14,44,38.3479892,18.02598889,29.00381612
8,15,24,20.47407831,10.84698714,17.4528023
8,16,34,31.665354,14.83260877,23.86566752
8,17,30,25.12025902,12.92823885,20.80153631
8,18,47,37.49154282,21.36036258,34.36882339
8,19,6,16.20287613,4.987820138,8.025402602
8,20,35,41.4744659,14.95248251,24.05854435
8,21,20,27.47663165,8.854181109,14.2463774
8,22,42,38.68073582,16.63460409,26.76507799
8,23,8,18.13386412,5.921507675,9.527705849
8,24,32,23.62236609,13.06105427,21.01523632
8,25,17,15.08180491,7.347863121,11.82271176
8,26,13,27.71735097,7.030917877,11.31274686
8,27,26,37.23590755,11.74131117,18.89176968
8,28,2,10.34243077,4.309417393,6.933852586
8,29,45,36.20330878,19.65713573,31.6283314
8,30,3,17.72023111,4.495525772,7.233300968
8,31,5,18.77597297,4.794258635,7.713962144
8,32,43,42.02021737,17.70395568,28.48566469
8,33,36,35.19245057,15.17237217,24.41234683
8,34,29,21.32456325,12.67243106,20.38994158
8,35,11,18.78112391,6.729293718,10.82743359
8,36,41,43.38963764,16.60232644,26.71314324
8,37,39,42.283193,16.3665614,26.33379729
8,38,27,30.39363959,11.89440942,19.13810475
8,39,40,30.67900476,16.57094673,26.66265329
8,40,18,25.89851813,7.507619094,12.07975912
8,41,7,19.70442474,5.677372807,9.134892846
8,42,25,27.68954924,11.056368,17.78969612
8,43,22,27.18741258,9.635151913,15.50295943
8,44,38,37.21310531,15.94275412,25.65189137
8,45,21,30.03494509,8.99435291,14.47191383
8,46,10,22.67255145,6.522787583,10.49516522
8,47,19,27.54400175,8.322700518,13.39122513
9,1,12,22.47940606,6.721325335,10.81461246
9,2,16,19.4586187,7.151514388,11.50678665
9,3,23,28.00732174,9.50286345,15.29010729
9,4,1,9.002067903,2.853032928,4.59052998
9,5,9,21.60019942,5.897341181,9.488821961
9,6,11,19.98657455,6.598684573,10.61728348
9,7,3,16.83003211,4.523882154,7.278926385
9,8,10,20.85447722,6.592547323,10.60740864
9,9,37,35.29909212,15.0427653,24.20380937
9,10,29,30.10802479,12.63036037,20.32224984
9,11,46,35.77321468,20.52369795,33.02263
9,12,27,32.81548149,12.2053084,19.63834122
9,13,34,32.33584334,14.8665163,23.92022473
9,14,44,37.84934794,17.8566322,28.73132121
9,15,25,23.86900122,11.04050201,17.76416774
9,16,35,28.26648992,14.91073654,23.99137509
9,17,31,28.51518193,13.12175373,21.11290175
9,18,47,40.88646573,21.55387745,34.68018882
9,19,4,15.70423486,4.818463448,7.752907687
9,20,36,37.46854864,14.92547892,24.01509558
9,21,19,24.6410347,8.40011308,13.51578195
9,22,40,36.44078016,16.21449385,26.0891206
9,23,8,17.63522286,5.752150984,9.255210934
9,24,32,27.72252468,13.23736259,21.29891641
9,25,17,19.1819635,7.524171447,12.10639186
9,26,13,22.47940606,6.721325335,10.81461246
9,27,28,40.33368573,12.23469205,19.6856195
9,28,2,17.83429849,4.176340522,6.719731899
9,29,45,40.30346737,19.83344406,31.91201149
9,30,6,21.37600734,4.993821492,8.035058781
9,31,5,15.37710889,4.872386399,7.839669716
9,32,43,38.62135329,17.78208344,28.61137226
9,33,33,32.95249491,14.75226193,23.73638944
9,34,30,24.71948616,12.86594594,20.70130702
9,35,14,22.17604682,6.922808596,11.13879903
9,36,41,42.89099637,16.43296975,26.44064833
9,37,39,41.78455173,16.19720471,26.06130238
9,38,26,29.89499833,11.72505273,18.86560984
9,39,42,34.07392767,16.76446161,26.97401873
9,40,18,22.49965405,7.585746858,12.20546669
9,41,7,16.86882779,5.223304777,8.404297387
9,42,24,27.19090797,10.88701131,17.5172012
9,43,22,26.68877132,9.465795222,15.23046451
9,44,38,34.37750835,15.48868609,24.92129591
9,45,21,26.63608101,9.072480674,14.5976214
9,46,15,26.58439865,6.945413081,11.17516965
9,47,20,18.38455176,8.75942436,14.0939138
10,1,10,24.5797787,6.636290843,10.67779197
10,2,17,22.39928737,7.512681517,12.08790456
10,3,23,30.94799041,9.864030578,15.8712252
10,4,1,11.94273658,3.214200056,5.17164789
10,5,9,25.7663378,6.263180501,10.07745743
10,6,13,20.63847505,6.69524772,10.77265358
10,7,4,20.99617048,4.889721473,7.867561851
10,8,12,21.50637773,6.689110469,10.76277874
10,9,37,38.2397608,15.40393243,24.78492728
10,10,29,31.16215885,12.66509077,20.37813105
10,11,46,33.8645384,20.36689013,32.77032622
10,12,28,35.75615017,12.56647553,20.21945913
10,13,34,35.27651202,15.22768343,24.50134264
10,14,44,40.79001661,18.21779933,29.31243912
10,15,24,30.35707133,10.39951087,16.73281299
10,16,35,31.20715859,15.27190367,24.572493
10,17,31,26.60650565,12.96494591,20.86059797
10,18,47,38.97778945,21.39706964,34.42788505
10,19,5,18.64490354,5.179630576,8.334025597
10,20,36,40.40921731,15.28664605,24.59621349
10,21,19,25.2929352,8.496676226,13.67115205
10,22,39,37.49491423,16.24922424,26.14500181
10,23,8,20.57589153,6.113318113,9.836328844
10,24,32,26.47547897,13.1200062,21.11008998
10,25,16,17.93491779,7.406815057,11.91756543
10,26,11,24.5797787,6.636290843,10.67779197
10,27,27,40.88788954,12.35909699,19.88578706
10,28,2,16.58725278,4.058984131,6.530905467
10,29,45,39.05642166,19.71608767,31.72318506
10,30,3,18.67557782,4.764758341,7.666496171
10,31,6,18.31777756,5.233553527,8.420787625
10,32,43,41.56202197,18.14325057,29.19249017
10,33,33,34.00662898,14.78699232,23.79227065
10,34,30,22.81080988,12.70913813,20.44900325
10,35,14,20.26737054,6.766000782,10.88649526
10,36,42,45.83166505,16.79413688,27.02176624
10,37,40,44.72522041,16.55837184,26.64242029
10,38,26,32.835667,12.08621986,19.44672775
10,39,41,32.16525139,16.60765379,26.72171495
10,40,18,25.44032272,7.946913986,12.7865846
10,41,7,17.52072829,5.319867924,8.559667489
10,42,25,30.13157665,11.24817844,18.09831911
10,43,22,29.62943999,9.826962351,15.81158242
10,44,38,35.02940886,15.58524923,25.07666601
10,45,21,29.57674968,9.433647802,15.17873931
10,46,15,26.32453344,7.1405734,11.4891826
10,47,20,31.19598375,8.940486334,14.38524251
11,1,11,24.12097556,7.399504533,11.90580279
11,2,19,26.97001463,8.668533958,13.94767114
11,3,24,35.51871767,11.01988302,17.73099178
11,4,2,16.51346383,4.370052498,7.031414469
11,5,14,25.5552533,7.815105754,12.57450516
11,6,17,21.04217275,8.121966603,13.06824426
11,7,6,25.56689774,6.045573915,9.727328429
11,8,15,27.18808833,7.927488166,12.75532846
11,9,38,42.81048805,16.55978487,26.64469386
11,10,31,31.93155456,13.83263727,22.25671337
11,11,44,35.04347145,19.17407975,30.85109431
11,12,32,44.04293051,13.95808797,22.45856355
11,13,33,40.49480076,14.41043487,23.1863897
11,14,45,45.36074387,19.37365177,31.1722057
11,15,20,27.56945486,9.064523015,14.58481753
11,16,34,37.15250289,14.74717019,23.72819683
11,17,27,27.7854387,11.77213553,18.94136606
11,18,47,40.15672251,20.20425926,32.50865314
11,19,8,23.21563079,6.335483018,10.19379218
11,20,35,40.03932533,14.85638799,23.90392827
11,21,21,28.07110652,10.04568035,16.16349968
11,22,40,38.26430994,17.41677075,28.02358413
11,23,10,25.14661879,7.269170554,11.69609542
11,24,30,27.02878428,13.30094713,21.40122393
11,25,13,18.4882231,7.58775598,12.20869937
11,26,12,24.12097556,7.399504533,11.90580279
11,27,25,36.27788942,11.42440606,18.38186935
11,28,3,14.55080571,4.5492781,7.319788463
11,29,46,39.60972697,19.89702859,32.01431901
11,30,1,15.37204262,3.435351219,5.527480111
11,31,4,19.398941,4.977946075,8.009515235
11,32,41,47.50736627,17.61851709,28.348194
11,33,37,34.77602468,15.95453883,25.67085297
11,34,26,23.98974293,11.51632774,18.52977134
11,35,5,20.77222045,5.545180503,8.922195429
11,36,43,50.4023923,17.94998932,28.88153282
11,37,42,49.29594766,17.71422428,28.50218687
11,38,29,37.40639425,13.2420723,21.30649433
11,39,36,33.34418444,15.41484341,24.80248304
11,40,18,30.97363832,8.485886568,13.65379149
11,41,9,23.20243889,6.558245621,10.5522172
11,42,28,34.7023039,12.40403088,19.95808569
11,43,23,34.20016724,10.98281479,17.671349
11,44,39,40.71111946,16.82362693,27.06921573
11,45,22,31.05302425,10.5997394,17.05498069
11,46,7,22.8529374,6.060310569,9.751039706
11,47,16,26.58598363,8.005795402,12.8813248
12,1,13,28.42061539,7.314108642,11.7684008
12,2,17,20.15857123,7.714115628,12.41201205
12,3,23,28.70727427,10.06546469,16.19533269
12,4,1,9.702020434,3.415634168,5.495755376
12,5,10,24.95355867,6.463872091,10.40037019
12,6,15,18.15107567,7.488037241,12.04825192
12,7,5,20.18339136,5.090413063,8.190474618
12,8,12,24.29699124,7.293558804,11.73533612
12,9,37,35.99904465,15.60536654,25.10903477
12,10,30,33.05124487,13.33366138,21.45386117
12,11,46,34.50668243,20.77654467,33.42946037
12,12,27,38.18178096,12.23853547,19.69180358
12,13,33,41.46924956,14.52015069,23.36292246
12,14,44,38.54930047,18.41923344,29.6365466
12,15,24,22.60246897,11.29334873,18.17099811
12,16,34,33.0257362,14.83883226,23.87568111
12,17,31,27.24864968,13.37460045,21.51973212
12,18,47,39.61993348,21.80672417,35.08701919
12,19,6,16.4041874,5.381064688,8.658133083
12,20,35,42.8348481,14.95870599,24.06855794
12,21,21,28.08354872,9.101124562,14.64370942
12,22,40,39.38400025,16.91779486,27.22073193
12,23,8,18.33517539,6.314752225,10.16043633
12,24,32,25.75075675,13.50741586,21.73343213
12,25,18,17.21019557,7.794224717,12.54090757
12,26,14,28.42061539,7.314108642,11.7684008
12,27,26,37.25233823,11.53412188,18.5584021
12,28,3,19.77445833,4.719034793,7.592926982
12,29,45,38.33169944,20.10349733,32.3465272
12,30,2,17.94985265,4.257979615,6.8510892
12,31,4,20.13635517,4.800482121,7.723975733
12,32,43,43.38059958,17.71017917,28.49567828
12,33,36,35.89571499,15.45556294,24.86800077
12,34,29,36.59145564,12.60119883,20.27532892
12,35,11,20.90951457,7.175655314,11.5456294
12,36,41,43.5909489,16.99557099,27.34587372
12,37,39,42.48450426,16.75980595,26.96652777
12,38,28,30.59495086,12.28765397,19.77083523
12,39,42,32.80739542,17.01730833,27.38084909
12,40,16,27.25890033,7.51384258,12.08977271
12,41,7,20.31134181,5.924316259,9.532224861
12,42,25,27.89086051,11.44961255,18.4224266
12,43,22,27.38872385,10.02839646,16.13568991
12,44,38,37.82002237,16.18969757,26.04922339
12,45,20,31.39532729,9.000576396,14.48192742
12,46,9,22.68898213,6.315598287,10.16179764
12,47,19,27.56043243,8.115511221,13.05785755
13,1,13,29.80670959,7.505139457,12.07576939
13,2,16,21.64368746,7.673512814,12.34668212
13,3,23,30.19239051,10.02486188,16.13000276
13,4,1,11.18713667,3.375031353,5.430425447
13,5,10,24.55289569,6.329002923,10.1833657
13,6,17,19.83747069,7.732055588,12.44087744
13,7,5,19.78272838,4.955543895,7.973470127
13,8,15,25.98338627,7.53757715,12.12796163
13,9,36,37.48416089,15.56476373,25.04370484
13,10,31,34.43733907,13.5246922,21.76122975
13,11,46,43.59203386,20.80349428,33.4728223
13,12,27,36.06870408,11.97143413,19.26203751
13,13,33,40.99692698,14.4187476,23.19976489
13,14,44,40.0344167,18.37863063,29.57121668
13,15,24,33.43582925,11.29878287,18.17974163
13,16,34,30.91265933,14.57173091,23.44591504
13,17,30,27.20961765,13.40246043,21.56455883
13,18,47,48.70528491,21.83367379,35.13038113
